Airline,Source,Destination,Total_Stops,Price,Date,Month,Year,Dep_hours,Dep_min,Arrival_hours,Arrival_min,Duration_hours,Duration_min
Air India,Kolkata,Banglore,0,6036,12,5,2023,12,0,13,15,20,15
Air India,Banglore,Delhi,0,8081,9,3,2023,13,20,16,10,3,50
Vistara,Mumbai,Hyderabad,2,11316,6,3,2023,8,45,19,55,11,10
Air Asia,Banglore,Delhi,0,3909,24,6,2023,4,55,7,45,1,50
Jet Airways,Kolkata,Banglore,1,13495,21,5,2023,20,0,9,20,14,20
Multiple carriers,Delhi,Cochin,2,8806,12,6,2023,9,45,22,30,11,45
IndiGo,Delhi,Cochin,0,6051,27,5,2023,15,0,1,30,9,30
Vistara,Banglore,Delhi,0,4261,18,6,2023,7,0,9,40,1,40
Multiple carriers,Delhi,Cochin,1,15396,6,3,2023,18,0,1,35,8,35
Multiple carriers,Delhi,Cochin,0,11131,9,6,2023,7,0,19,0,12,0
Jet Airways,Delhi,Cochin,2,11612,21,3,2023,2,15,4,25,20,10
Jet Airways,Delhi,Cochin,1,11776,21,5,2023,21,50,12,35,14,45
Jet Airways,Delhi,Cochin,0,9369,3,6,2023,19,45,19,0,20,15
SpiceJet,Kolkata,Banglore,1,7125,24,5,2023,15,55,21,25,4,30
IndiGo,Kolkata,Banglore,0,3810,18,4,2023,4,40,7,15,3,35
IndiGo,Mumbai,Hyderabad,0,2033,27,6,2023,20,5,21,40,1,35
Jet Airways,Banglore,Delhi,2,10122,18,3,2023,22,50,9,0,11,10
Multiple carriers,Delhi,Cochin,0,10652,21,3,2023,8,0,18,50,9,50
Air India,Delhi,Cochin,0,7241,6,3,2023,18,5,21,10,2,5
IndiGo,Chennai,Kolkata,1,4817,12,6,2023,22,5,0,25,3,20
Jet Airways,Kolkata,Banglore,0,12440,12,6,2023,6,30,18,15,10,45
Jet Airways,Delhi,Cochin,0,11296,18,5,2023,18,15,4,25,11,10
Jet Airways,Kolkata,Banglore,1,9158,24,3,2023,6,30,18,10,12,40
Jet Airways,Kolkata,Banglore,2,9900,12,5,2023,16,30,20,45,20,15
GoAir,Delhi,Cochin,2,6017,9,5,2023,10,35,19,35,9,0
Jet Airways,Delhi,Cochin,0,4935,1,4,2023,18,15,19,0,20,45
Jet Airways,Kolkata,Banglore,1,9900,15,5,2023,21,10,16,20,18,10
SpiceJet,Mumbai,Hyderabad,1,1841,27,5,2023,22,45,0,15,1,30
Jet Airways,Delhi,Cochin,2,11296,9,5,2023,10,0,12,35,20,35
Air India,Delhi,Cochin,1,7914,6,6,2023,7,0,19,15,13,15
Air Asia,Delhi,Cochin,1,5615,27,3,2023,7,55,15,45,7,50
Multiple carriers,Delhi,Cochin,0,9447,18,5,2023,9,45,22,30,12,45
Jet Airways,Banglore,Delhi,1,7318,24,3,2023,19,55,22,35,3,40
IndiGo,Banglore,Delhi,0,4403,12,6,2023,8,30,11,20,3,50
Air India,Kolkata,Banglore,0,5030,21,5,2023,14,15,16,45,3,30
Air India,Mumbai,Hyderabad,0,2830,18,3,2023,6,20,7,40,2,20
Jet Airways,Delhi,Cochin,1,9369,27,6,2023,18,15,19,0,20,45
Jet Airways,Delhi,Cochin,1,13434,1,6,2023,11,30,19,0,8,30
Jet Airways,Delhi,Cochin,2,9369,15,6,2023,10,0,19,0,8,0
Air India,Banglore,Delhi,0,6355,18,6,2023,17,0,19,50,3,50
IndiGo,Delhi,Cochin,0,5666,27,5,2023,17,30,1,30,8,0
Air India,Banglore,Delhi,2,7216,15,3,2023,8,15,22,55,14,40
Jet Airways,Delhi,Cochin,2,11703,27,6,2023,19,10,12,35,16,25
Jet Airways,Delhi,Cochin,0,9369,15,6,2023,21,50,12,35,13,45
IndiGo,Banglore,Delhi,0,4191,21,4,2023,1,30,4,15,2,45
Jet Airways,Delhi,Cochin,1,9466,24,6,2023,9,40,12,35,20,55
Multiple carriers,Delhi,Cochin,2,10172,9,5,2023,7,5,19,15,13,10
Air India,Delhi,Cochin,0,4317,6,4,2023,5,10,8,0,3,50
Multiple carriers,Delhi,Cochin,1,8604,9,5,2023,13,0,1,30,13,30
Multiple carriers,Delhi,Cochin,1,13819,6,3,2023,9,0,15,30,5,30
Air India,Delhi,Cochin,3,11137,18,5,2023,17,15,7,40,13,25
Jet Airways,Delhi,Cochin,1,9369,12,6,2023,11,30,4,25,15,55
IndiGo,Delhi,Cochin,0,4317,3,4,2023,14,20,17,35,3,15
SpiceJet,Kolkata,Banglore,0,3506,9,6,2023,17,10,19,40,3,30
Jet Airways,Kolkata,Banglore,1,13136,18,5,2023,18,55,9,20,14,25
IndiGo,Mumbai,Hyderabad,1,2514,27,6,2023,2,35,4,5,1,30
Air India,Banglore,Delhi,2,11283,3,3,2023,8,50,10,35,20,45
Air India,Kolkata,Banglore,1,5584,15,5,2023,9,10,4,40,19,30
Jet Airways,Delhi,Cochin,2,13812,24,5,2023,5,30,4,25,20,55
Jet Airways,Kolkata,Banglore,0,13136,15,5,2023,21,10,8,15,11,5
Air India,Delhi,Cochin,2,6829,24,6,2023,12,30,9,25,20,55
Multiple carriers,Delhi,Cochin,2,9852,27,6,2023,6,0,12,35,5,35
Jet Airways,Delhi,Cochin,2,11368,27,3,2023,7,5,4,25,20,20
IndiGo,Kolkata,Banglore,2,3858,21,5,2023,19,55,23,50,3,55
Vistara,Banglore,Delhi,0,4933,15,4,2023,21,0,23,50,2,50
Multiple carriers,Delhi,Cochin,1,8806,1,6,2023,9,45,22,30,11,45
Air Asia,Banglore,Delhi,0,3909,3,6,2023,4,55,7,45,1,50
Multiple carriers,Delhi,Cochin,0,7162,27,3,2023,8,55,15,30,5,35
IndiGo,Chennai,Kolkata,0,3089,21,3,2023,19,35,21,55,2,20
IndiGo,Banglore,Delhi,0,4403,6,5,2023,18,55,21,50,3,55
IndiGo,Chennai,Kolkata,0,3284,15,6,2023,19,35,21,55,2,20
Multiple carriers,Delhi,Cochin,0,12405,15,6,2023,9,0,21,0,12,0
Air Asia,Delhi,Cochin,2,12301,3,3,2023,16,45,7,10,15,25
IndiGo,Chennai,Kolkata,0,3089,21,3,2023,13,20,15,35,3,15
Jet Airways,Delhi,Cochin,3,13812,27,5,2023,5,30,19,0,14,30
Jet Airways,Kolkata,Banglore,2,7839,21,5,2023,6,30,8,15,20,45
IndiGo,Banglore,Delhi,0,4191,9,6,2023,23,30,2,20,3,50
Jet Airways,Delhi,Cochin,3,12674,27,6,2023,11,45,12,35,20,50
Multiple carriers,Delhi,Cochin,0,16695,3,3,2023,13,0,1,35,13,35
Air Asia,Kolkata,Banglore,2,4740,15,5,2023,7,35,19,25,12,50
Jet Airways,Delhi,Cochin,2,10150,27,6,2023,9,40,12,35,20,55
IndiGo,Delhi,Cochin,1,13577,3,3,2023,6,40,15,30,7,50
Air India,Kolkata,Banglore,1,13792,24,5,2023,10,0,5,25,19,25
Air India,Delhi,Cochin,0,7914,12,6,2023,7,0,19,15,13,15
GoAir,Kolkata,Banglore,2,4721,1,4,2023,16,40,0,15,7,35
Jet Airways,Kolkata,Banglore,0,7787,12,6,2023,16,30,12,0,19,30
Jet Airways,Delhi,Cochin,0,6790,27,3,2023,23,5,4,25,4,20
IndiGo,Delhi,Cochin,0,5666,9,6,2023,17,10,1,30,8,20
Air India,Banglore,Delhi,0,6547,9,6,2023,17,0,19,45,3,45
Jet Airways,Kolkata,Banglore,2,12920,9,6,2023,9,35,14,25,20,50
Jet Airways,Kolkata,Banglore,0,13639,9,6,2023,18,55,8,15,12,20
Jet Airways,Banglore,Delhi,0,23496,1,3,2023,11,40,11,25,20,45
Jet Airways,Delhi,Cochin,1,12674,12,6,2023,9,25,4,25,19,0
Vistara,Kolkata,Banglore,1,8723,18,5,2023,20,20,18,50,20,30
IndiGo,Kolkata,Banglore,0,4386,27,4,2023,20,20,22,55,1,35
Vistara,Chennai,Kolkata,1,6050,15,3,2023,7,5,9,20,1,15
Jet Airways,Kolkata,Banglore,0,7839,12,5,2023,6,30,12,0,5,30
IndiGo,Kolkata,Banglore,0,4386,9,5,2023,22,15,0,50,2,35
Air India,Banglore,Delhi,2,15644,1,3,2023,8,50,23,55,20,5
Jet Airways,Delhi,Cochin,2,14201,9,5,2023,10,0,19,0,9,0
IndiGo,Delhi,Cochin,2,6243,27,5,2023,8,30,21,0,12,30
IndiGo,Delhi,Cochin,2,7539,3,3,2023,7,35,12,0,4,25
GoAir,Delhi,Cochin,2,7498,6,3,2023,10,25,19,20,8,55
Multiple carriers,Delhi,Cochin,0,11131,6,6,2023,7,0,19,0,13,0
Multiple carriers,Delhi,Cochin,1,13556,3,6,2023,10,0,19,15,9,15
IndiGo,Kolkata,Banglore,0,3787,21,3,2023,15,10,17,45,3,35
Jet Airways,Kolkata,Banglore,0,9900,6,6,2023,20,0,12,0,16,0
Jet Airways,Kolkata,Banglore,1,9900,18,5,2023,18,55,22,35,20,40
Multiple carriers,Delhi,Cochin,1,6203,24,6,2023,19,0,1,30,6,30
Jet Airways,Kolkata,Banglore,1,13495,15,5,2023,16,30,4,40,11,10
IndiGo,Delhi,Cochin,2,6009,27,6,2023,7,15,12,30,5,15
SpiceJet,Banglore,Delhi,0,3578,24,4,2023,9,30,12,20,2,50
Multiple carriers,Delhi,Cochin,1,8806,27,6,2023,9,45,22,30,12,45
SpiceJet,Banglore,Delhi,1,7070,1,3,2023,15,35,23,40,7,5
Jet Airways,Delhi,Cochin,3,10712,6,6,2023,9,40,12,35,20,55
Jet Airways,Delhi,Cochin,1,9369,15,6,2023,9,0,4,25,20,25
Jet Airways,Banglore,Delhi,2,15999,12,3,2023,5,45,12,15,7,30
SpiceJet,Mumbai,Hyderabad,1,3289,9,3,2023,22,45,0,10,1,25
Multiple carriers,Delhi,Cochin,0,6906,18,5,2023,7,30,19,15,10,45
Multiple carriers,Delhi,Cochin,2,6395,9,6,2023,10,20,21,0,9,40
IndiGo,Delhi,Cochin,2,13577,3,3,2023,9,10,1,35,15,25
Air Asia,Banglore,Delhi,0,3909,18,4,2023,4,55,7,45,1,50
Jet Airways,Delhi,Cochin,3,13812,27,5,2023,23,5,12,35,13,30
Air Asia,Delhi,Cochin,0,6164,24,6,2023,16,45,22,25,5,40
Air India,Delhi,Cochin,1,5563,21,5,2023,14,5,17,55,2,50
IndiGo,Mumbai,Hyderabad,0,2898,1,5,2023,16,55,18,25,2,30
Multiple carriers,Delhi,Cochin,2,7546,27,6,2023,8,45,19,15,9,30
GoAir,Banglore,Delhi,0,6137,12,4,2023,20,55,23,40,1,45
SpiceJet,Kolkata,Banglore,0,3536,24,6,2023,6,55,9,30,2,35
Air India,Mumbai,Hyderabad,0,2351,3,4,2023,13,55,15,25,2,30
Multiple carriers,Delhi,Cochin,1,7109,21,5,2023,6,40,19,15,13,35
IndiGo,Delhi,Cochin,2,8451,3,3,2023,2,0,7,45,6,45
Jet Airways,Banglore,Delhi,0,3679,12,5,2023,18,55,22,0,3,5
SpiceJet,Banglore,Delhi,1,4556,3,5,2023,21,10,0,5,3,55
IndiGo,Delhi,Cochin,1,9003,21,3,2023,7,30,13,20,5,50
IndiGo,Banglore,Delhi,2,9500,15,3,2023,16,50,21,35,3,45
Jet Airways,Banglore,Delhi,1,6600,9,6,2023,15,15,18,10,2,55
Multiple carriers,Delhi,Cochin,2,7002,15,5,2023,8,45,21,0,11,15
Jet Airways,Delhi,Cochin,3,13056,24,6,2023,20,0,4,25,8,25
Vistara,Kolkata,Banglore,1,7716,15,5,2023,7,10,10,45,20,35
SpiceJet,Kolkata,Banglore,1,3536,6,4,2023,14,55,17,25,3,30
SpiceJet,Kolkata,Banglore,0,6256,9,6,2023,8,35,17,15,9,40
Jet Airways,Banglore,Delhi,1,6600,6,4,2023,11,10,14,5,1,55
Jet Airways,Banglore,Delhi,0,6600,15,4,2023,19,50,22,50,3,0
Jet Airways,Delhi,Cochin,1,13434,3,6,2023,19,15,12,35,17,20
IndiGo,Kolkata,Banglore,0,4386,12,6,2023,17,15,19,50,2,35
IndiGo,Kolkata,Banglore,0,10467,9,5,2023,9,20,14,15,4,55
IndiGo,Banglore,Delhi,0,4191,21,4,2023,23,30,2,20,1,50
IndiGo,Delhi,Cochin,0,6051,9,6,2023,9,15,1,30,15,15
IndiGo,Delhi,Cochin,2,7326,6,3,2023,2,0,7,45,5,45
Air Asia,Delhi,Cochin,1,5616,12,6,2023,7,55,15,45,8,50
IndiGo,Banglore,Delhi,0,3600,3,4,2023,10,10,13,0,1,50
Vistara,Kolkata,Banglore,2,8387,6,6,2023,7,10,10,45,20,35
Vistara,Kolkata,Banglore,0,8387,21,5,2023,20,20,10,45,15,25
Air India,Kolkata,Banglore,1,13844,1,5,2023,10,0,13,45,20,45
Multiple carriers,Delhi,Cochin,2,9382,6,3,2023,9,45,16,10,6,25
Multiple carriers,Delhi,Cochin,1,11131,1,6,2023,3,50,19,0,16,10
Air Asia,Kolkata,Banglore,1,5070,24,3,2023,19,55,23,30,3,35
Air India,Delhi,Cochin,2,5822,27,3,2023,7,0,19,15,11,15
IndiGo,Delhi,Cochin,2,5689,21,3,2023,20,30,1,35,6,5
IndiGo,Delhi,Cochin,2,5930,9,5,2023,5,10,10,5,5,55
IndiGo,Banglore,Delhi,0,4403,24,6,2023,18,15,21,20,2,5
IndiGo,Kolkata,Banglore,1,5583,6,6,2023,19,35,23,15,4,40
Jet Airways,Kolkata,Banglore,2,7082,9,5,2023,20,0,18,15,20,15
Multiple carriers,Delhi,Cochin,2,7546,21,5,2023,8,45,19,15,10,30
SpiceJet,Kolkata,Banglore,0,3536,21,5,2023,6,55,9,30,1,35
Jet Airways,Kolkata,Banglore,1,10810,15,5,2023,21,10,10,5,11,55
IndiGo,Kolkata,Banglore,0,4386,24,5,2023,15,30,18,5,1,35
IndiGo,Banglore,Delhi,1,3600,1,6,2023,10,10,13,0,3,50
Multiple carriers,Delhi,Cochin,1,14515,27,5,2023,11,30,19,15,8,45
Jet Airways,Kolkata,Banglore,0,12920,15,5,2023,17,0,21,5,20,5
Jet Airways,Delhi,Cochin,0,9656,9,6,2023,16,0,4,25,13,25
Air India,Banglore,Delhi,0,4054,3,4,2023,6,10,8,55,2,45
Jet Airways,Delhi,Cochin,2,4726,6,4,2023,11,30,12,35,20,5
Air India,Kolkata,Banglore,1,4072,1,4,2023,20,45,23,20,2,35
Multiple carriers,Delhi,Cochin,1,12532,18,5,2023,8,0,21,0,14,0
Jet Airways,Delhi,Cochin,2,13434,3,6,2023,16,0,12,35,20,35
Jet Airways,Delhi,Cochin,1,9666,6,6,2023,21,25,19,0,20,35
Jet Airways,Delhi,Cochin,1,6790,21,3,2023,9,0,18,50,10,50
Air India,Delhi,Cochin,0,11574,6,3,2023,20,40,9,25,13,45
Jet Airways,Delhi,Cochin,0,13434,6,6,2023,18,15,19,0,20,45
IndiGo,Mumbai,Hyderabad,1,2514,24,6,2023,12,0,13,30,1,30
IndiGo,Delhi,Cochin,3,5929,21,3,2023,7,35,21,20,12,45
IndiGo,Banglore,Delhi,2,5119,15,3,2023,16,15,20,35,5,20
Jet Airways,Banglore,Delhi,1,23496,1,3,2023,22,50,21,20,20,30
IndiGo,Banglore,Delhi,0,4403,3,5,2023,7,10,10,5,3,55
Air India,Mumbai,Hyderabad,1,1871,21,3,2023,21,5,22,25,2,20
Air India,Banglore,Delhi,0,11072,12,3,2023,8,50,23,15,15,25
Multiple carriers,Delhi,Cochin,0,12213,12,6,2023,18,15,1,30,8,15
Jet Airways,Banglore,Delhi,1,6600,6,5,2023,19,50,22,50,4,0
Vistara,Delhi,Cochin,1,5675,24,4,2023,6,0,9,10,3,10
Air India,Delhi,Cochin,0,7720,9,6,2023,18,5,21,10,3,5
Jet Airways,Delhi,Cochin,2,13812,18,5,2023,19,10,12,35,18,25
Jet Airways,Banglore,Delhi,0,12615,12,3,2023,16,55,7,40,14,45
GoAir,Delhi,Cochin,0,5748,6,5,2023,7,25,13,35,7,10
Air India,Kolkata,Banglore,1,4720,21,3,2023,14,15,16,45,3,30
SpiceJet,Banglore,Delhi,0,3578,24,5,2023,21,10,0,5,1,55
IndiGo,Banglore,Delhi,1,4403,3,4,2023,7,10,10,5,3,55
Jet Airways,Delhi,Cochin,0,9369,24,6,2023,10,0,4,25,17,25
Jet Airways,Delhi,Cochin,1,12674,9,6,2023,14,5,12,35,20,30
Multiple carriers,Delhi,Cochin,1,12405,6,6,2023,13,0,21,0,8,0
Jet Airways,Delhi,Cochin,2,10817,9,3,2023,0,20,4,25,20,5
Air India,Mumbai,Hyderabad,0,10662,6,3,2023,10,0,23,45,13,45
IndiGo,Banglore,Delhi,0,4403,18,5,2023,18,25,21,20,1,55
SpiceJet,Banglore,Delhi,0,3578,15,4,2023,21,10,0,5,3,55
Vistara,Chennai,Kolkata,1,10939,12,6,2023,17,45,20,5,3,20
Jet Airways,Kolkata,Banglore,0,9771,1,5,2023,9,35,18,0,7,25
Jet Airways,Kolkata,Banglore,2,9900,18,5,2023,18,55,23,35,20,40
Jet Airways,Kolkata,Banglore,1,9900,15,5,2023,18,55,19,50,20,55
IndiGo,Mumbai,Hyderabad,0,2898,27,6,2023,16,55,18,25,1,30
Air India,Delhi,Cochin,2,9065,1,6,2023,8,0,19,15,10,15
Jet Airways,Banglore,Delhi,2,17552,6,3,2023,14,5,19,10,6,5
SpiceJet,Mumbai,Hyderabad,0,1841,24,5,2023,5,45,7,15,2,30
Jet Airways,Banglore,Delhi,0,7150,21,3,2023,11,40,12,15,20,35
Jet Airways,Kolkata,Banglore,1,8822,1,5,2023,6,30,9,20,20,50
Multiple carriers,Delhi,Cochin,0,6395,9,6,2023,11,40,21,0,9,20
IndiGo,Mumbai,Hyderabad,0,2898,12,5,2023,2,35,4,5,1,30
Air India,Kolkata,Banglore,2,4570,1,4,2023,14,35,15,20,20,45
Multiple carriers,Delhi,Cochin,0,8697,15,6,2023,8,45,19,15,10,30
Jet Airways,Delhi,Cochin,3,12135,6,6,2023,5,30,19,0,14,30
IndiGo,Delhi,Cochin,2,5531,9,5,2023,21,50,3,35,6,45
Air India,Delhi,Cochin,3,9580,24,6,2023,5,15,7,40,20,25
Jet Airways,Kolkata,Banglore,0,9900,9,6,2023,16,30,22,35,6,5
Jet Airways,Kolkata,Banglore,2,10000,1,4,2023,9,35,21,5,11,30
Jet Airways,Kolkata,Banglore,0,9900,21,5,2023,20,0,12,0,15,0
Jet Airways,Kolkata,Banglore,0,9622,6,6,2023,20,25,9,45,13,20
Jet Airways,Delhi,Cochin,1,12135,15,6,2023,5,30,4,25,20,55
Vistara,Delhi,Cochin,0,6154,18,5,2023,6,0,9,10,4,10
Jet Airways,Kolkata,Banglore,1,13303,6,6,2023,20,0,9,20,12,20
Jet Airways,Kolkata,Banglore,2,13495,9,5,2023,8,25,18,15,10,50
IndiGo,Mumbai,Hyderabad,1,3504,18,5,2023,16,55,18,25,2,30
Air India,Delhi,Cochin,0,4748,18,6,2023,14,5,17,55,2,50
Air Asia,Delhi,Cochin,0,7997,9,6,2023,7,55,15,45,8,50
GoAir,Delhi,Cochin,2,5656,24,4,2023,7,0,12,55,6,55
Air India,Mumbai,Hyderabad,0,2830,15,3,2023,19,30,20,45,1,15
SpiceJet,Delhi,Cochin,1,5455,18,5,2023,17,55,22,50,4,55
Jet Airways,Kolkata,Banglore,0,9900,9,6,2023,14,5,23,35,8,30
Jet Airways,Delhi,Cochin,2,14680,27,5,2023,20,55,4,25,8,30
SpiceJet,Chennai,Kolkata,0,3234,27,5,2023,8,20,10,35,1,15
SpiceJet,Kolkata,Banglore,1,3506,3,5,2023,17,10,19,40,3,30
Jet Airways,Delhi,Cochin,2,9369,15,6,2023,19,15,12,35,16,20
Jet Airways,Kolkata,Banglore,0,11587,12,6,2023,9,35,23,35,14,0
IndiGo,Chennai,Kolkata,1,3515,1,6,2023,7,55,10,15,1,20
Jet Airways,Delhi,Cochin,0,11296,18,5,2023,8,0,4,25,19,25
Air India,Mumbai,Hyderabad,0,2830,21,3,2023,13,55,15,25,1,30
Vistara,Banglore,Delhi,1,4453,18,5,2023,19,30,22,15,3,45
Jet Airways,Delhi,Cochin,2,13812,9,5,2023,19,10,19,0,20,50
Multiple carriers Premium economy,Delhi,Cochin,0,8988,21,3,2023,8,55,21,0,13,5
IndiGo,Banglore,Delhi,0,3722,1,5,2023,1,30,4,15,1,45
Multiple carriers,Delhi,Cochin,0,8504,21,5,2023,7,30,19,0,12,30
Jet Airways,Kolkata,Banglore,0,13495,9,5,2023,14,5,23,35,9,30
Air India,Mumbai,Hyderabad,2,15819,6,3,2023,16,50,16,55,4,0
Air India,Banglore,Delhi,0,8656,9,3,2023,17,0,19,50,3,50
Jet Airways,Delhi,Cochin,3,8160,27,3,2023,5,10,19,45,20,35
Jet Airways,Kolkata,Banglore,0,13136,9,5,2023,6,30,12,0,4,30
Air India,Delhi,Cochin,2,5207,21,3,2023,20,30,23,0,20,30
GoAir,Banglore,Delhi,0,3558,9,6,2023,7,45,10,40,3,55
Jet Airways,Mumbai,Hyderabad,0,5184,27,3,2023,2,55,4,25,1,30
IndiGo,Delhi,Cochin,1,6333,9,3,2023,7,35,12,0,3,25
IndiGo,Mumbai,Hyderabad,1,2514,21,3,2023,19,5,20,30,2,25
SpiceJet,Mumbai,Hyderabad,0,2416,15,3,2023,22,45,0,10,1,25
IndiGo,Kolkata,Banglore,1,3858,21,5,2023,6,20,10,20,4,0
GoAir,Banglore,Delhi,1,3870,18,5,2023,7,45,10,40,3,55
IndiGo,Delhi,Cochin,0,8367,27,6,2023,23,30,4,35,6,5
Jet Airways,Banglore,Delhi,0,16715,1,3,2023,19,55,22,35,1,40
Multiple carriers,Delhi,Cochin,0,13225,21,3,2023,7,5,15,30,7,25
Air Asia,Banglore,Delhi,0,3909,9,4,2023,4,55,7,45,2,50
Multiple carriers,Delhi,Cochin,0,12405,27,6,2023,8,0,21,0,14,0
Multiple carriers,Delhi,Cochin,0,12405,3,6,2023,11,30,21,0,9,30
Jet Airways,Delhi,Cochin,2,6066,27,3,2023,8,0,4,25,20,25
SpiceJet,Banglore,Delhi,0,4038,15,4,2023,5,55,8,35,3,40
Air India,Banglore,Delhi,2,10516,18,3,2023,17,25,23,25,20,0
Jet Airways,Kolkata,Banglore,1,12562,24,3,2023,13,55,4,45,15,50
SpiceJet,Banglore,Delhi,0,3309,18,6,2023,5,55,8,35,1,40
IndiGo,Kolkata,Banglore,1,3787,15,3,2023,5,30,8,20,1,50
Vistara,Banglore,Delhi,1,5124,24,4,2023,17,0,19,35,1,35
Air India,Kolkata,Banglore,1,13054,6,5,2023,10,0,10,0,20,0
Jet Airways,Banglore,Delhi,0,7150,21,3,2023,8,0,21,20,13,20
IndiGo,Delhi,Cochin,0,5881,21,5,2023,8,35,18,10,8,35
Jet Airways,Mumbai,Hyderabad,1,5184,1,4,2023,2,55,4,20,1,25
Jet Airways,Kolkata,Banglore,2,6449,1,4,2023,18,55,4,40,9,45
Jet Airways,Kolkata,Banglore,1,12920,18,5,2023,17,0,9,45,16,45
GoAir,Banglore,Delhi,0,3121,24,6,2023,20,55,23,40,1,45
Jet Airways,Delhi,Cochin,1,14201,9,3,2023,17,25,4,25,12,0
Air India,Banglore,Delhi,0,12653,18,3,2023,0,30,8,45,7,15
SpiceJet,Kolkata,Banglore,0,3512,15,3,2023,22,20,0,40,1,20
GoAir,Banglore,Delhi,0,6990,9,3,2023,15,50,20,15,3,25
Air India,Delhi,Cochin,3,12368,9,5,2023,7,5,7,40,20,35
Jet Airways,Banglore,Delhi,1,6600,27,5,2023,7,10,10,10,3,0
Jet Airways,Delhi,Cochin,3,12212,15,6,2023,6,45,4,25,20,40
IndiGo,Mumbai,Hyderabad,0,2033,18,6,2023,20,5,21,40,2,35
SpiceJet,Banglore,Delhi,0,3625,21,6,2023,5,55,8,35,3,40
IndiGo,Delhi,Cochin,2,6051,27,6,2023,9,15,1,30,17,15
Jet Airways,Kolkata,Banglore,0,12402,6,5,2023,21,10,10,5,12,55
SpiceJet,Kolkata,Banglore,0,3787,21,3,2023,6,55,9,35,3,40
Jet Airways,Kolkata,Banglore,2,13303,9,6,2023,6,30,18,15,10,45
SpiceJet,Kolkata,Banglore,0,3506,21,5,2023,22,20,0,40,2,20
Jet Airways,Banglore,Delhi,1,4745,12,4,2023,6,0,8,45,1,45
Air Asia,Banglore,Delhi,0,3088,24,4,2023,4,55,7,45,3,50
Jet Airways,Delhi,Cochin,0,6575,6,6,2023,11,0,14,15,4,15
IndiGo,Delhi,Cochin,0,4584,3,4,2023,21,5,0,20,4,15
GoAir,Banglore,Delhi,0,3870,3,5,2023,20,55,23,40,1,45
Jet Airways,Delhi,Cochin,3,13812,27,5,2023,19,30,12,35,16,5
Vistara,Banglore,Delhi,0,19648,1,3,2023,7,0,9,40,1,40
IndiGo,Delhi,Cochin,0,7005,3,3,2023,5,35,8,50,3,15
IndiGo,Banglore,Delhi,0,4403,18,6,2023,20,0,22,50,3,50
Jet Airways,Delhi,Cochin,0,13868,1,6,2023,7,5,19,0,11,55
Jet Airways,Kolkata,Banglore,1,13495,18,5,2023,8,25,22,35,14,10
IndiGo,Kolkata,Banglore,0,4386,18,5,2023,15,30,18,5,3,35
Jet Airways,Delhi,Cochin,2,9369,1,6,2023,13,0,12,35,20,35
IndiGo,Delhi,Cochin,1,6850,15,5,2023,9,15,21,0,11,45
Jet Airways,Banglore,Delhi,0,7318,15,6,2023,11,10,14,5,1,55
IndiGo,Mumbai,Hyderabad,0,3696,9,6,2023,6,25,7,55,1,30
Air India,Banglore,Delhi,2,11311,3,3,2023,5,50,12,55,8,5
SpiceJet,Chennai,Kolkata,0,3284,12,5,2023,17,45,20,5,1,20
Multiple carriers,Delhi,Cochin,1,12532,15,5,2023,11,30,1,30,15,0
Jet Airways,Mumbai,Hyderabad,0,5184,1,5,2023,2,55,4,20,1,25
Multiple carriers,Delhi,Cochin,2,7002,9,5,2023,10,20,21,0,9,40
Jet Airways,Kolkata,Banglore,2,9900,18,5,2023,14,5,23,35,10,30
Jet Airways,Kolkata,Banglore,2,6449,1,4,2023,16,30,18,15,20,45
Multiple carriers,Delhi,Cochin,2,8153,3,6,2023,9,0,21,0,12,0
Air Asia,Banglore,Delhi,1,3909,1,4,2023,4,55,7,45,3,50
IndiGo,Banglore,Delhi,0,4403,21,6,2023,8,30,11,20,3,50
Jet Airways,Delhi,Cochin,0,11296,9,5,2023,7,5,4,25,20,20
Jet Airways,Banglore,Delhi,1,10122,9,3,2023,7,0,20,20,14,20
Jet Airways,Delhi,Cochin,2,14680,3,6,2023,21,50,4,25,5,35
IndiGo,Delhi,Cochin,0,5113,12,6,2023,5,35,8,50,4,15
SpiceJet,Mumbai,Hyderabad,1,2513,9,6,2023,5,45,7,15,2,30
Jet Airways,Delhi,Cochin,1,11776,27,6,2023,22,50,4,25,6,35
Multiple carriers,Delhi,Cochin,1,14245,6,3,2023,13,0,21,0,9,0
IndiGo,Kolkata,Banglore,0,3810,12,4,2023,9,35,12,20,1,45
IndiGo,Banglore,Delhi,1,5609,24,3,2023,20,0,22,55,2,55
Jet Airways,Kolkata,Banglore,1,13495,6,5,2023,8,25,18,15,10,50
IndiGo,Delhi,Cochin,2,5656,15,6,2023,21,50,3,35,6,45
Jet Airways,Kolkata,Banglore,1,7839,6,5,2023,6,30,8,15,20,45
IndiGo,Banglore,Delhi,1,10895,1,3,2023,22,20,1,10,2,50
Air India,Kolkata,Banglore,1,13169,15,5,2023,7,0,5,25,20,25
Jet Airways,Delhi,Cochin,1,16964,24,6,2023,7,5,19,0,12,55
Jet Airways,Kolkata,Banglore,0,12728,12,5,2023,21,10,4,40,7,30
Jet Airways,Banglore,Delhi,0,6600,6,5,2023,18,55,22,0,4,5
